"Kod";"Nazwa";"Poziomy wykształcenia";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0400000;"KUJAWSKO-POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2019";9869;"osoba";"";
0400000;"KUJAWSKO-POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2020";11911;"osoba";"";
0400000;"KUJAWSKO-POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2021";10026;"osoba";"";
0400000;"KUJAWSKO-POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2017";13729;"osoba";"";
0400000;"KUJAWSKO-POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2018";12336;"osoba";"";
0400000;"KUJAWSKO-POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2019";10634;"osoba";"";
0400000;"KUJAWSKO-POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2020";11521;"osoba";"";
0400000;"KUJAWSKO-POMORSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2021";10005;"osoba";"";
0600000;"LUBELSKIE";"ogółem";"ogółem";"2017";81221;"osoba";"";
0600000;"LUBELSKIE";"ogółem";"ogółem";"2018";74449;"osoba";"";
0600000;"LUBELSKIE";"ogółem";"ogółem";"2019";69379;"osoba";"";
0600000;"LUBELSKIE";"ogółem";"ogółem";"2020";76505;"osoba";"";
0600000;"LUBELSKIE";"ogółem";"ogółem";"2021";66244;"osoba";"";
0600000;"LUBELSKIE";"ogółem";"mężczyźni";"2017";39766;"osoba";"";
0600000;"LUBELSKIE";"ogółem";"mężczyźni";"2018";35817;"osoba";"";
0600000;"LUBELSKIE";"ogółem";"mężczyźni";"2019";33339;"osoba";"";
0600000;"LUBELSKIE";"ogółem";"mężczyźni";"2020";37795;"osoba";"";
0600000;"LUBELSKIE";"ogółem";"mężczyźni";"2021";32916;"osoba";"";
0600000;"LUBELSKIE";"ogółem";"kobiety";"2017";41455;"osoba";"";
0600000;"LUBELSKIE";"ogółem";"kobiety";"2018";38632;"osoba";"";
0600000;"LUBELSKIE";"ogółem";"kobiety";"2019";36040;"osoba";"";
0600000;"LUBELSKIE";"ogółem";"kobiety";"2020";38710;"osoba";"";
0600000;"LUBELSKIE";"ogółem";"kobiety";"2021";33328;"osoba";"";
0600000;"LUBELSKIE";"wyższe";"ogółem";"2017";12905;"osoba";"";
0600000;"LUBELSKIE";"wyższe";"ogółem";"2018";11831;"osoba";"";
0600000;"LUBELSKIE";"wyższe";"ogółem";"2019";11372;"osoba";"";
0600000;"LUBELSKIE";"wyższe";"ogółem";"2020";12520;"osoba";"";
0600000;"LUBELSKIE";"wyższe";"ogółem";"2021";10310;"osoba";"";
0600000;"LUBELSKIE";"wyższe";"mężczyźni";"2017";4097;"osoba";"";
0600000;"LUBELSKIE";"wyższe";"mężczyźni";"2018";3755;"osoba";"";
0600000;"LUBELSKIE";"wyższe";"mężczyźni";"2019";3567;"osoba";"";
0600000;"LUBELSKIE";"wyższe";"mężczyźni";"2020";4002;"osoba";"";
0600000;"LUBELSKIE";"wyższe";"mężczyźni";"2021";3375;"osoba";"";
0600000;"LUBELSKIE";"wyższe";"kobiety";"2017";8808;"osoba";"";
0600000;"LUBELSKIE";"wyższe";"kobiety";"2018";8076;"osoba";"";
0600000;"LUBELSKIE";"wyższe";"kobiety";"2019";7805;"osoba";"";
0600000;"LUBELSKIE";"wyższe";"kobiety";"2020";8518;"osoba";"";
0600000;"LUBELSKIE";"wyższe";"kobiety";"2021";6935;"osoba";"";
0600000;"LUBELSKIE";"policealne oraz średnie zawodowe";"ogółem";"2017";19990;"osoba";"";
0600000;"LUBELSKIE";"policealne oraz średnie zawodowe";"ogółem";"2018";18516;"osoba";"";
0600000;"LUBELSKIE";"policealne oraz średnie zawodowe";"ogółem";"2019";17532;"osoba";"";
0600000;"LUBELSKIE";"policealne oraz średnie zawodowe";"ogółem";"2020";19165;"osoba";"";
0600000;"LUBELSKIE";"policealne oraz średnie zawodowe";"ogółem";"2021";16633;"osoba";"";
0600000;"LUBELSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2017";8798;"osoba";"";
0600000;"LUBELSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2018";7879;"osoba";"";
0600000;"LUBELSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2019";7642;"osoba";"";
0600000;"LUBELSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2020";8659;"osoba";"";
0600000;"LUBELSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2021";7494;"osoba";"";
0600000;"LUBELSKIE";"policealne oraz średnie zawodowe";"kobiety";"2017";11192;"osoba";"";
0600000;"LUBELSKIE";"policealne oraz średnie zawodowe";"kobiety";"2018";10637;"osoba";"";
0600000;"LUBELSKIE";"policealne oraz średnie zawodowe";"kobiety";"2019";9890;"osoba";"";
0600000;"LUBELSKIE";"policealne oraz średnie zawodowe";"kobiety";"2020";10506;"osoba";"";
0600000;"LUBELSKIE";"policealne oraz średnie zawodowe";"kobiety";"2021";9139;"osoba";"";
0600000;"LUBELSKIE";"średnie ogólnokształcące";"ogółem";"2017";9792;"osoba";"";
0600000;"LUBELSKIE";"średnie ogólnokształcące";"ogółem";"2018";9232;"osoba";"";
0600000;"LUBELSKIE";"średnie ogólnokształcące";"ogółem";"2019";8731;"osoba";"";
0600000;"LUBELSKIE";"średnie ogólnokształcące";"ogółem";"2020";10002;"osoba";"";
0600000;"LUBELSKIE";"średnie ogólnokształcące";"ogółem";"2021";8810;"osoba";"";
0600000;"LUBELSKIE";"średnie ogólnokształcące";"mężczyźni";"2017";3576;"osoba";"";
0600000;"LUBELSKIE";"średnie ogólnokształcące";"mężczyźni";"2018";3283;"osoba";"";
0600000;"LUBELSKIE";"średnie ogólnokształcące";"mężczyźni";"2019";3116;"osoba";"";
0600000;"LUBELSKIE";"średnie ogólnokształcące";"mężczyźni";"2020";3769;"osoba";"";
0600000;"LUBELSKIE";"średnie ogólnokształcące";"mężczyźni";"2021";3375;"osoba";"";
0600000;"LUBELSKIE";"średnie ogólnokształcące";"kobiety";"2017";6216;"osoba";"";
0600000;"LUBELSKIE";"średnie ogólnokształcące";"kobiety";"2018";5949;"osoba";"";
0600000;"LUBELSKIE";"średnie ogólnokształcące";"kobiety";"2019";5615;"osoba";"";
0600000;"LUBELSKIE";"średnie ogólnokształcące";"kobiety";"2020";6233;"osoba";"";
0600000;"LUBELSKIE";"średnie ogólnokształcące";"kobiety";"2021";5435;"osoba";"";
0600000;"LUBELSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2017";19118;"osoba";"";
0600000;"LUBELSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2018";17226;"osoba";"";
0600000;"LUBELSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2019";15777;"osoba";"";
0600000;"LUBELSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2020";17252;"osoba";"";
0600000;"LUBELSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2021";14893;"osoba";"";
0600000;"LUBELSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2017";11482;"osoba";"";
0600000;"LUBELSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2018";10289;"osoba";"";
0600000;"LUBELSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2019";9459;"osoba";"";
0600000;"LUBELSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2020";10625;"osoba";"";
0600000;"LUBELSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2021";9187;"osoba";"";
0600000;"LUBELSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2017";7636;"osoba";"";
0600000;"LUBELSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2018";6937;"osoba";"";
0600000;"LUBELSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2019";6318;"osoba";"";
0600000;"LUBELSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2020";6627;"osoba";"";
0600000;"LUBELSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2021";5706;"osoba";"";
0600000;"LUBELSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2017";19416;"osoba";"";
0600000;"LUBELSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2018";17644;"osoba";"";
0600000;"LUBELSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2019";15967;"osoba";"";
0600000;"LUBELSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2020";17566;"osoba";"";
0600000;"LUBELSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2021";15598;"osoba";"";
0600000;"LUBELSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2017";11813;"osoba";"";
0600000;"LUBELSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2018";10611;"osoba";"";
0600000;"LUBELSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2019";9555;"osoba";"";
0600000;"LUBELSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2020";10740;"osoba";"";
0600000;"LUBELSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2021";9485;"osoba";"";
0600000;"LUBELSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2017";7603;"osoba";"";
0600000;"LUBELSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2018";7033;"osoba";"";
0600000;"LUBELSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2019";6412;"osoba";"";
0600000;"LUBELSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2020";6826;"osoba";"";
0600000;"LUBELSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2021";6113;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2017";24605;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2018";22201;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2019";18498;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2020";23674;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2021";18158;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"mężczyźni";"2017";10111;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"mężczyźni";"2018";9086;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"mężczyźni";"2019";7605;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"mężczyźni";"2020";10274;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"mężczyźni";"2021";7834;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"kobiety";"2017";14494;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"kobiety";"2018";13115;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"kobiety";"2019";10893;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"kobiety";"2020";13400;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"kobiety";"2021";10324;"osoba";"";
0800000;"LUBUSKIE";"wyższe";"ogółem";"2017";2588;"osoba";"";
0800000;"LUBUSKIE";"wyższe";"ogółem";"2018";2422;"osoba";"";
0800000;"LUBUSKIE";"wyższe";"ogółem";"2019";2116;"osoba";"";
0800000;"LUBUSKIE";"wyższe";"ogółem";"2020";2745;"osoba";"";
0800000;"LUBUSKIE";"wyższe";"ogółem";"2021";2033;"osoba";"";
0800000;"LUBUSKIE";"wyższe";"mężczyźni";"2017";765;"osoba";"";
0800000;"LUBUSKIE";"wyższe";"mężczyźni";"2018";707;"osoba";"";
0800000;"LUBUSKIE";"wyższe";"mężczyźni";"2019";662;"osoba";"";
0800000;"LUBUSKIE";"wyższe";"mężczyźni";"2020";858;"osoba";"";
0800000;"LUBUSKIE";"wyższe";"mężczyźni";"2021";626;"osoba";"";
0800000;"LUBUSKIE";"wyższe";"kobiety";"2017";1823;"osoba";"";
0800000;"LUBUSKIE";"wyższe";"kobiety";"2018";1715;"osoba";"";
0800000;"LUBUSKIE";"wyższe";"kobiety";"2019";1454;"osoba";"";
0800000;"LUBUSKIE";"wyższe";"kobiety";"2020";1887;"osoba";"";
0800000;"LUBUSKIE";"wyższe";"kobiety";"2021";1407;"osoba";"";
0800000;"LUBUSKIE";"policealne oraz średnie zawodowe";"ogółem";"2017";5107;"osoba";"";
0800000;"LUBUSKIE";"policealne oraz średnie zawodowe";"ogółem";"2018";4738;"osoba";"";
0800000;"LUBUSKIE";"policealne oraz średnie zawodowe";"ogółem";"2019";3951;"osoba";"";
0800000;"LUBUSKIE";"policealne oraz średnie zawodowe";"ogółem";"2020";5114;"osoba";"";
0800000;"LUBUSKIE";"policealne oraz średnie zawodowe";"ogółem";"2021";3822;"osoba";"";
0800000;"LUBUSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2017";1627;"osoba";"";
0800000;"LUBUSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2018";1485;"osoba";"";
0800000;"LUBUSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2019";1244;"osoba";"";
0800000;"LUBUSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2020";1787;"osoba";"";
0800000;"LUBUSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2021";1320;"osoba";"";
0800000;"LUBUSKIE";"policealne oraz średnie zawodowe";"kobiety";"2017";3480;"osoba";"";
0800000;"LUBUSKIE";"policealne oraz średnie zawodowe";"kobiety";"2018";3253;"osoba";"";
0800000;"LUBUSKIE";"policealne oraz średnie zawodowe";"kobiety";"2019";2707;"osoba";"";
0800000;"LUBUSKIE";"policealne oraz średnie zawodowe";"kobiety";"2020";3327;"osoba";"";
0800000;"LUBUSKIE";"policealne oraz średnie zawodowe";"kobiety";"2021";2502;"osoba";"";
0800000;"LUBUSKIE";"średnie ogólnokształcące";"ogółem";"2017";2379;"osoba";"";
0800000;"LUBUSKIE";"średnie ogólnokształcące";"ogółem";"2018";2129;"osoba";"";
0800000;"LUBUSKIE";"średnie ogólnokształcące";"ogółem";"2019";1925;"osoba";"";
0800000;"LUBUSKIE";"średnie ogólnokształcące";"ogółem";"2020";2616;"osoba";"";
0800000;"LUBUSKIE";"średnie ogólnokształcące";"ogółem";"2021";1935;"osoba";"";
0800000;"LUBUSKIE";"średnie ogólnokształcące";"mężczyźni";"2017";544;"osoba";"";
0800000;"LUBUSKIE";"średnie ogólnokształcące";"mężczyźni";"2018";497;"osoba";"";
0800000;"LUBUSKIE";"średnie ogólnokształcące";"mężczyźni";"2019";469;"osoba";"";
0800000;"LUBUSKIE";"średnie ogólnokształcące";"mężczyźni";"2020";734;"osoba";"";
0800000;"LUBUSKIE";"średnie ogólnokształcące";"mężczyźni";"2021";567;"osoba";"";
0800000;"LUBUSKIE";"średnie ogólnokształcące";"kobiety";"2017";1835;"osoba";"";
0800000;"LUBUSKIE";"średnie ogólnokształcące";"kobiety";"2018";1632;"osoba";"";
0800000;"LUBUSKIE";"średnie ogólnokształcące";"kobiety";"2019";1456;"osoba";"";
0800000;"LUBUSKIE";"średnie ogólnokształcące";"kobiety";"2020";1882;"osoba";"";
0800000;"LUBUSKIE";"średnie ogólnokształcące";"kobiety";"2021";1368;"osoba";"";
0800000;"LUBUSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2017";7204;"osoba";"";
0800000;"LUBUSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2018";6266;"osoba";"";
0800000;"LUBUSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2019";5170;"osoba";"";
0800000;"LUBUSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2020";6577;"osoba";"";
0800000;"LUBUSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2021";5017;"osoba";"";
0800000;"LUBUSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2017";3645;"osoba";"";
0800000;"LUBUSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2018";3176;"osoba";"";
0800000;"LUBUSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2019";2650;"osoba";"";
0800000;"LUBUSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2020";3548;"osoba";"";
0800000;"LUBUSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2021";2672;"osoba";"";
0800000;"LUBUSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2017";3559;"osoba";"";
0800000;"LUBUSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2018";3090;"osoba";"";
0800000;"LUBUSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2019";2520;"osoba";"";
0800000;"LUBUSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2020";3029;"osoba";"";
0800000;"LUBUSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2021";2345;"osoba";"";
0800000;"LUBUSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2017";7327;"osoba";"";
0800000;"LUBUSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2018";6646;"osoba";"";
0800000;"LUBUSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2019";5336;"osoba";"";
0800000;"LUBUSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2020";6622;"osoba";"";
0800000;"LUBUSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2021";5351;"osoba";"";
0800000;"LUBUSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2017";3530;"osoba";"";
0800000;"LUBUSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2018";3221;"osoba";"";
0800000;"LUBUSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2019";2580;"osoba";"";
0800000;"LUBUSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2020";3347;"osoba";"";
0800000;"LUBUSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2021";2649;"osoba";"";
0800000;"LUBUSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2017";3797;"osoba";"";
0800000;"LUBUSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2018";3425;"osoba";"";
0800000;"LUBUSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2019";2756;"osoba";"";
0800000;"LUBUSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2020";3275;"osoba";"";
0800000;"LUBUSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2021";2702;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2017";72662;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2018";66036;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2019";58722;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2020";67812;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2021";60902;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"mężczyźni";"2017";35028;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"mężczyźni";"2018";30816;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"mężczyźni";"2019";27568;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"mężczyźni";"2020";33180;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"mężczyźni";"2021";30288;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"kobiety";"2017";37634;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"kobiety";"2018";35220;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"kobiety";"2019";31154;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"kobiety";"2020";34632;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"kobiety";"2021";30614;"osoba";"";
1000000;"ŁÓDZKIE";"wyższe";"ogółem";"2017";9010;"osoba";"";
1000000;"ŁÓDZKIE";"wyższe";"ogółem";"2018";8428;"osoba";"";
1000000;"ŁÓDZKIE";"wyższe";"ogółem";"2019";7668;"osoba";"";
1000000;"ŁÓDZKIE";"wyższe";"ogółem";"2020";9042;"osoba";"";
1000000;"ŁÓDZKIE";"wyższe";"ogółem";"2021";7798;"osoba";"";
1000000;"ŁÓDZKIE";"wyższe";"mężczyźni";"2017";2901;"osoba";"";
1000000;"ŁÓDZKIE";"wyższe";"mężczyźni";"2018";2644;"osoba";"";
1000000;"ŁÓDZKIE";"wyższe";"mężczyźni";"2019";2366;"osoba";"";
1000000;"ŁÓDZKIE";"wyższe";"mężczyźni";"2020";2828;"osoba";"";
1000000;"ŁÓDZKIE";"wyższe";"mężczyźni";"2021";2464;"osoba";"";
1000000;"ŁÓDZKIE";"wyższe";"kobiety";"2017";6109;"osoba";"";
1000000;"ŁÓDZKIE";"wyższe";"kobiety";"2018";5784;"osoba";"";
1000000;"ŁÓDZKIE";"wyższe";"kobiety";"2019";5302;"osoba";"";
1000000;"ŁÓDZKIE";"wyższe";"kobiety";"2020";6214;"osoba";"";
1000000;"ŁÓDZKIE";"wyższe";"kobiety";"2021";5334;"osoba";"";
1000000;"ŁÓDZKIE";"policealne oraz średnie zawodowe";"ogółem";"2017";14183;"osoba";"";
1000000;"ŁÓDZKIE";"policealne oraz średnie zawodowe";"ogółem";"2018";13051;"osoba";"";
1000000;"ŁÓDZKIE";"policealne oraz średnie zawodowe";"ogółem";"2019";11720;"osoba";"";
1000000;"ŁÓDZKIE";"policealne oraz średnie zawodowe";"ogółem";"2020";13431;"osoba";"";
1000000;"ŁÓDZKIE";"policealne oraz średnie zawodowe";"ogółem";"2021";11692;"osoba";"";
1000000;"ŁÓDZKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2017";5898;"osoba";"";
1000000;"ŁÓDZKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2018";5242;"osoba";"";
1000000;"ŁÓDZKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2019";4792;"osoba";"";
1000000;"ŁÓDZKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2020";5876;"osoba";"";
1000000;"ŁÓDZKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2021";5205;"osoba";"";
1000000;"ŁÓDZKIE";"policealne oraz średnie zawodowe";"kobiety";"2017";8285;"osoba";"";
1000000;"ŁÓDZKIE";"policealne oraz średnie zawodowe";"kobiety";"2018";7809;"osoba";"";
1000000;"ŁÓDZKIE";"policealne oraz średnie zawodowe";"kobiety";"2019";6928;"osoba";"";
1000000;"ŁÓDZKIE";"policealne oraz średnie zawodowe";"kobiety";"2020";7555;"osoba";"";
1000000;"ŁÓDZKIE";"policealne oraz średnie zawodowe";"kobiety";"2021";6487;"osoba";"";
1000000;"ŁÓDZKIE";"średnie ogólnokształcące";"ogółem";"2017";8312;"osoba";"";
1000000;"ŁÓDZKIE";"średnie ogólnokształcące";"ogółem";"2018";7857;"osoba";"";
1000000;"ŁÓDZKIE";"średnie ogólnokształcące";"ogółem";"2019";7114;"osoba";"";
1000000;"ŁÓDZKIE";"średnie ogólnokształcące";"ogółem";"2020";8539;"osoba";"";
1000000;"ŁÓDZKIE";"średnie ogólnokształcące";"ogółem";"2021";7456;"osoba";"";
1000000;"ŁÓDZKIE";"średnie ogólnokształcące";"mężczyźni";"2017";2832;"osoba";"";
1000000;"ŁÓDZKIE";"średnie ogólnokształcące";"mężczyźni";"2018";2545;"osoba";"";
1000000;"ŁÓDZKIE";"średnie ogólnokształcące";"mężczyźni";"2019";2343;"osoba";"";
1000000;"ŁÓDZKIE";"średnie ogólnokształcące";"mężczyźni";"2020";3127;"osoba";"";
1000000;"ŁÓDZKIE";"średnie ogólnokształcące";"mężczyźni";"2021";2782;"osoba";"";
1000000;"ŁÓDZKIE";"średnie ogólnokształcące";"kobiety";"2017";5480;"osoba";"";
1000000;"ŁÓDZKIE";"średnie ogólnokształcące";"kobiety";"2018";5312;"osoba";"";
1000000;"ŁÓDZKIE";"średnie ogólnokształcące";"kobiety";"2019";4771;"osoba";"";
1000000;"ŁÓDZKIE";"średnie ogólnokształcące";"kobiety";"2020";5412;"osoba";"";
1000000;"ŁÓDZKIE";"średnie ogólnokształcące";"kobiety";"2021";4674;"osoba";"";
1000000;"ŁÓDZKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2017";16874;"osoba";"";
1000000;"ŁÓDZKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2018";15157;"osoba";"";
1000000;"ŁÓDZKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2019";13367;"osoba";"";
1000000;"ŁÓDZKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2020";14902;"osoba";"";
1000000;"ŁÓDZKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2021";13260;"osoba";"";
1000000;"ŁÓDZKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2017";9661;"osoba";"";
1000000;"ŁÓDZKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2018";8427;"osoba";"";
1000000;"ŁÓDZKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2019";7615;"osoba";"";
1000000;"ŁÓDZKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2020";8723;"osoba";"";
1000000;"ŁÓDZKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2021";7760;"osoba";"";
1000000;"ŁÓDZKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2017";7213;"osoba";"";
1000000;"ŁÓDZKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2018";6730;"osoba";"";
1000000;"ŁÓDZKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2019";5752;"osoba";"";
1000000;"ŁÓDZKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2020";6179;"osoba";"";
1000000;"ŁÓDZKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2021";5500;"osoba";"";
1000000;"ŁÓDZKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2017";24283;"osoba";"";
1000000;"ŁÓDZKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2018";21543;"osoba";"";
1000000;"ŁÓDZKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2019";18853;"osoba";"";
1000000;"ŁÓDZKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2020";21898;"osoba";"";
1000000;"ŁÓDZKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2021";20696;"osoba";"";
1000000;"ŁÓDZKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2017";13736;"osoba";"";
1000000;"ŁÓDZKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2018";11958;"osoba";"";
1000000;"ŁÓDZKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2019";10452;"osoba";"";
1000000;"ŁÓDZKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2020";12626;"osoba";"";
1000000;"ŁÓDZKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2021";12077;"osoba";"";
1000000;"ŁÓDZKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2017";10547;"osoba";"";
